text,label
Iska price kya hai bro bata do please id_156,neutral
Laptop automatic restart ho gaya ab chal raha h id_157,neutral
Meeting start hone wali hai ready raho sab id_158,neutral
Basic phone h par kaam chal jata h normal text k liye id_159,neutral
Normal chal raha hai sab kuch abhi id_160,neutral
Haan thik hai main kal batata hu id_161,neutral
Train 10 baje aane wali hai platform par id_162,neutral
Normal day nothing special just working id_163,neutral
Iska price kya hai bro bata do please id_164,neutral
Laptop automatic restart ho gaya ab chal raha h id_165,neutral
Meeting start hone wali hai ready raho sab id_166,neutral
Basic phone h par kaam chal jata h normal text k liye id_167,neutral
Normal chal raha hai sab kuch abhi id_168,neutral
Haan thik hai main kal batata hu id_169,neutral
Train 10 baje aane wali hai platform par id_170,neutral
Normal day nothing special just working id_171,neutral
Iska price kya hai bro bata do please id_172,neutral
Laptop automatic restart ho gaya ab chal raha h id_173,neutral
Meeting start hone wali hai ready raho sab id_174,neutral
Basic phone h par kaam chal jata h normal text k liye id_175,neutral
Normal chal raha hai sab kuch abhi id_176,neutral
Haan thik hai main kal batata hu id_177,neutral
Train 10 baje aane wali hai platform par id_178,neutral
Normal day nothing special just working id_179,neutral
Iska price kya hai bro bata do please id_180,neutral
Laptop automatic restart ho gaya ab chal raha h id_181,neutral
Meeting start hone wali hai ready raho sab id_182,neutral
Basic phone h par kaam chal jata h normal text k liye id_183,neutral
Normal chal raha hai sab kuch abhi id_184,neutral
Haan thik hai main kal batata hu id_185,neutral
Train 10 baje aane wali hai platform par id_186,neutral
Normal day nothing special just working id_187,neutral
Iska price kya hai bro bata do please id_188,neutral
Laptop automatic restart ho gaya ab chal raha h id_189,neutral
Meeting start hone wali hai ready raho sab id_190,neutral
Basic phone h par kaam chal jata h normal text k liye id_191,neutral
Normal chal raha hai sab kuch abhi id_192,neutral
Haan thik hai main kal batata hu id_193,neutral
Train 10 baje aane wali hai platform par id_194,neutral
Normal day nothing special just working id_195,neutral
Iska price kya hai bro bata do please id_196,neutral
Laptop automatic restart ho gaya ab chal raha h id_197,neutral
Meeting start hone wali hai ready raho sab id_198,neutral
Basic phone h par kaam chal jata h normal text k liye id_199,neutral
